carbonization_temperature_C,d002_nm,id_ig,ssa_m2_g,electrolyte_type,current_density_mA_g,ice,lce,plateau_capacity_mAh_g,carbonization_time_h,heating_rate_C_min,pore_volume_cm3_g,lc_nm,la_nm,record_id,doi,material_name,category,electrolyte_text,reversible_capacity_mAh_g,mapping_method,mapping_found
600.0,0.371,0.85,539.0,0,30.0,0.4172,-0.3342783511944323,0.0,2.0,10.0,0.56,,,1515.0,Creative utilization of natural nanocomposites: nitrogen-rich mesoporous carbon for a high-performance sodium ion battery,NMC600,酯类,1 M NaClO4 in ethylene carbonate (EC) and diethyl carbonate (DEC) (1 : 1 by volume) with 2 vol% fluoroethylene carbonate (FEC) ,392.53,primary_exact,True
700.0,0.366,0.94,531.0,0,30.0,0.4044,-0.3871648136635376,0.0,2.0,10.0,0.61,,,,Creative utilization of natural nanocomposites: nitrogen-rich mesoporous carbon for a high-performance sodium ion battery,NMC700,酯类,1 M NaClO4 in ethylene carbonate (EC) and diethyl carbonate (DEC) (1 : 1 by volume) with 2 vol% fluoroethylene carbonate (FEC) ,434.6,primary_exact,True
800.0,0.363,0.93,508.0,0,30.0,0.4094,-0.3664462960826332,0.0,2.0,10.0,0.71,,,,Creative utilization of natural nanocomposites: nitrogen-rich mesoporous carbon for a high-performance sodium ion battery,NMC800,酯类,1 M NaClO4 in ethylene carbonate (EC) and diethyl carbonate (DEC) (1 : 1 by volume) with 2 vol% fluoroethylene carbonate (FEC) ,372.19,primary_exact,True
900.0,0.359,0.92,467.0,0,30.0,0.3686999999999999,-0.5377978801334811,0.0,2.0,10.0,0.8,,,,Creative utilization of natural nanocomposites: nitrogen-rich mesoporous carbon for a high-performance sodium ion battery,NMC900,酯类,1 M NaClO4 in ethylene carbonate (EC) and diethyl carbonate (DEC) (1 : 1 by volume) with 2 vol% fluoroethylene carbonate (FEC) ,339.52,primary_exact,True
900.0,0.4,1.29,198.46,0,50.0,0.52,0.0800427076735365,0.0,2.0,,0.13,,,1516.0,Enhanced capacities of carbon nanosheets derived from functionalized bacterial cellulose as anodes for sodium ion batteries,p-MBC900,酯类,"1 M NaClO4 in a mixture of ethylene carbonate (EC) and propylene carbonate (PC) (1 : 1, in volume) ",161.2,primary_exact,True
700.0,0.38,0.89,1883.0,0,100.0,0.319,-0.7583712033646678,0.0,1.0,5.0,,,,1524.0,"Hierarchical Porous Nitrogen Doped Carbon Derived from Horn Comb as
Anode for Sodium-Ion Storage with High Performance",HPNDC,酯类,"1 M NaClO4 dissolved in
1 : 1 v/v ethylene carbonate (EC) : dimethyl carbonate
(DMC)",400.0,primary_exact,True
900.0,0.399,1.67,6.36,0,25.0,0.59,0.3639653772014115,84.35,,,,1.49,4.63,1530.0,High-yield humic acid-based hard carbons as promising anode materials for sodium-ion batteries,LHA-900,酯类,1 M NaClO4 which dissolved in a mixture of ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 v/v),286.0,primary_exact,True
1500.0,0.368,1.124,3.21,0,25.0,0.73,0.994622575144062,182.43,,,,1.76,4.92,,High-yield humic acid-based hard carbons as promising anode materials for sodium-ion batteries,LHA-1500,酯类,1 M NaClO4 which dissolved in a mixture of ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 v/v),345.0,primary_exact,True
1600.0,0.362,1.087,1.06,0,25.0,0.75,1.0986122886681098,170.24,,,,1.8,5.12,,High-yield humic acid-based hard carbons as promising anode materials for sodium-ion batteries,LHA-1600,酯类,1 M NaClO4 which dissolved in a mixture of ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 v/v),314.0,primary_exact,True
700.0,0.375,0.976,736.9,0,50.0,0.39,-0.4473122180436648,0.0,3.0,5.0,,,,1535.0,Intertwined Nitrogen-Doped Carbon Nanotubes for High-Rate and Long-Life Sodium-Ion Battery Anodes,N-CNTs,酯类,1 M NaClO4 in propylene carbonate (PC) and ethylene carbonate (EC) mixture solution (1 : 1 volume ratio) ,268.6,primary_exact,True
900.0,0.39,1.49,1.0,0,25.0,0.612,0.4557269428890526,86.3,2.0,5.0,,1.13,,1536.0,Kelp-derived hard carbons as advanced anode materials for sodium-ion batteries,KHC-900,酯类,1 M NaClO4 in a mixture of ethylene carbonate (EC) and diethyl carbonate (DEC) (1 : 1 in volume),243.0,fallback_exact_temp_d002_ssa,True
1100.0,0.374,1.76,126.6,0,20.0,0.64,0.5753641449035619,107.14,2.0,3.0,,1.52,2.5,,Low-Cost and High-Performance Hard Carbon Anode Materials for Sodium-Ion Batteries,HC1100C2h,酯类,1 M NaClO4 in ethylene carbonate (EC) and propylene carbonate (PC) (1:1 by volume),220.0,fallback_exact_temp_d002_ssa,True
1300.0,0.371,1.67,81.5,0,20.0,0.74,1.0459685551826876,168.37,2.0,3.0,,1.58,2.63,,Low-Cost and High-Performance Hard Carbon Anode Materials for Sodium-Ion Batteries,HC1300C2h,酯类,1 M NaClO4 in ethylene carbonate (EC) and propylene carbonate (PC) (1:1 by volume),280.0,fallback_exact_temp_d002_ssa,True
1500.0,0.367,1.5,8.9,0,20.0,0.83,1.5856272637403817,221.43,2.0,3.0,,1.64,2.93,,Low-Cost and High-Performance Hard Carbon Anode Materials for Sodium-Ion Batteries,HC1500C2h,酯类,1 M NaClO4 in ethylene carbonate (EC) and propylene carbonate (PC) (1:1 by volume),330.0,fallback_exact_temp_d002_ssa,True
1600.0,0.366,1.5,2.4,0,20.0,0.86,1.815289966638249,173.98,2.0,3.0,,1.65,2.94,,Low-Cost and High-Performance Hard Carbon Anode Materials for Sodium-Ion Batteries,HC1600C2h,酯类,1 M NaClO4 in ethylene carbonate (EC) and propylene carbonate (PC) (1:1 by volume),270.0,fallback_exact_temp_d002_ssa,True
1300.0,0.377,1.49,117.0,0,20.0,0.634,0.5494156210358597,196.08,2.0,2.0,0.07,1.83,3.92,,Manipulating Adsorption–Insertion Mechanisms in Nanostructured Carbon Materials for High-Efficiency Sodium Ion Storage,HC-1300,酯类,1 m NaClO4 in EC/DEC (1:1 by volume) with 5% fluoroethylene carbonate,335.29,fallback_exact_temp_d002_ssa,True
1100.0,0.377,1.3,8.5,0,20.0,0.8017,1.3969534375231556,149.0,5.0,,,,,1559.0,Mechanism of Na-Ion Storage in Hard Carbon Anodes Revealed by Heteroatom Doping,HC,酯类, 1.0 mol L-1 NaPF6 solution in ethylene carbonate (EC)/diethyl carbonate (DEC) (1:1 in volume),283.0,primary_exact,True
1100.0,0.395,1.39,7.3,0,20.0,0.7402,1.0470083157155563,202.0,5.0,,,,,,Mechanism of Na-Ion Storage in Hard Carbon Anodes Revealed by Heteroatom Doping,P-HC,酯类, 1.0 mol L-1 NaPF6 solution in ethylene carbonate (EC)/diethyl carbonate (DEC) (1:1 in volume),359.0,primary_exact,True
1100.0,0.383,1.18,5.2,0,20.0,0.8039000000000001,1.410850150131615,177.0,5.0,,,,,,Mechanism of Na-Ion Storage in Hard Carbon Anodes Revealed by Heteroatom Doping,S-HC,酯类, 1.0 mol L-1 NaPF6 solution in ethylene carbonate (EC)/diethyl carbonate (DEC) (1:1 in volume),328.0,primary_exact,True
1000.0,0.38,1.2,40.0,0,100.0,0.5661,0.2659566482383094,81.51,6.0,5.0,,,,1564.0,Nanotubular Hard Carbon Derived from Renewable Natural Seed Gel for High Performance Sodium-Ion Battery Anode,NGHC,酯类," 1M NaClO4 in EC: DMC
(1:1 volume)",214.0,primary_exact,True
700.0,0.374,0.87,1300.0,0,100.0,0.337,-0.6766920598335009,0.0,1.0,,0.52,,,1565.0,Nitrogen-doped porous carbon derived from horn as an advanced anode material for sodium ion batteries,NDPC,酯类,1 M NaClO4 dissolved in the mixture of diethyl carbonate (DEC) and ethylene carbonate (EC) with a volume ratio of 1:1,419.0,primary_exact,True
800.0,0.417,3.03,557.0,0,30.0,0.3329999999999999,-0.6946475559351801,0.0,2.0,5.0,0.29,1.25,,,Pinecone biomass-derived hard carbon anodes for high-performance sodium-ion batteries,PHC800,酯类,1 M NaClO4 dissolved in a mixture of ethylene carbonate (EC) and diethyl carbonate (DEC) with a volume ratio of 1 : 1,110.0,fallback_exact_temp_d002_ssa,True
1400.0,0.381,1.89,40.0,0,30.0,0.8540000000000001,1.766324572080234,231.69,2.0,5.0,0.03,1.85,,,Pinecone biomass-derived hard carbon anodes for high-performance sodium-ion batteries,PHC1400,酯类,1 M NaClO4 dissolved in a mixture of ethylene carbonate (EC) and diethyl carbonate (DEC) with a volume ratio of 1 : 1,370.0,fallback_exact_temp_d002_ssa,True
1600.0,0.375,1.67,4.0,0,30.0,0.835,1.6214862509502748,240.0,2.0,5.0,0.01,1.91,,,Pinecone biomass-derived hard carbon anodes for high-performance sodium-ion batteries,PHC1600,酯类,1 M NaClO4 dissolved in a mixture of ethylene carbonate (EC) and diethyl carbonate (DEC) with a volume ratio of 1 : 1,346.0,fallback_exact_temp_d002_ssa,True
1300.0,0.3755,1.05,33.1,0,10.0,0.743,1.061619959822539,119.89,2.0,5.0,0.03,,1.806,,Tailored Carbon Anodes Derived from Biomass for Sodium-Ion Storage,P1300,酯类,1 M NaClO4 (Sigma-Aldrich) in propylene carbonate,222.9,primary_exact,True
1500.0,0.3677,1.11,16.9,0,10.0,0.7490000000000001,1.0932860443854362,177.4,2.0,5.0,0.024,,2.08,,Tailored Carbon Anodes Derived from Biomass for Sodium-Ion Storage,P1500,酯类,1 M NaClO4 (Sigma-Aldrich) in propylene carbonate,271.138,primary_exact,True
800.0,0.39,1.89,1430.0,0,100.0,0.3053,-0.8221851979580029,0.0,1.0,5.0,0.84,0.78,,,Biomass derived hierarchical porous carbons as high-performance anodes for sodium-ion batteries,HPC-2-2,酯类,1 M NaClO4 in a 1:1 volume ratio of ethylene carbonate and diethyl carbonate,174.0,primary_exact,True
800.0,0.39,1.94,1580.0,0,100.0,0.2919,-0.8861740487976592,0.0,1.0,5.0,1.09,0.69,,,Biomass derived hierarchical porous carbons as high-performance anodes for sodium-ion batteries,HPC-2-4,酯类,1 M NaClO4 in a 1:1 volume ratio of ethylene carbonate and diethyl carbonate,174.0,primary_exact,True
800.0,0.3356,0.9434,664.0,0,100.0,0.3289,-0.7131644039691822,0.0,4.0,1.0,,,,1623.0,Ion-Catalyzed Synthesis of Microporous Hard Carbon Embedded with Expanded Nanographite for Enhanced Lithium/Sodium Storage,mPFR-HCA,酯类," 1 M NaClO4 in 
propylene carbonate / ethylene carbonate (v:v = 1:1)",245.0,primary_exact,True
700.0,0.395,0.98,677.7,0,100.0,0.437,-0.2533464330441,0.0,2.0,5.0,0.792,,,1624.0,Lithium and sodium storage in highly ordered mesoporous nitrogen-doped carbons derived from honey,HMNC-700,酯类,1 M NaClO4 in 1:1 by volume EC and DEC,427.0,primary_exact,True
700.0,0.36,0.98,94.1,0,30.0,0.5,0.0,0.0,2.0,10.0,0.12,,,1626.0,Nitrogen-doped carbon/graphene hybrid anode material for sodium-ion batteries with excellent rate capability,NCG700,酯类,1 M NaClO4 in the mixture of ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 by volume) ,336.0,primary_exact,True
700.0,0.375,0.934,488.0,0,50.0,0.44,-0.2411620568168881,0.0,2.0,,,,,1627.0,Self-assembly of disordered hard carbon/graphene hybrid for sodium-ion batteries,C@G,酯类,1 M NaClO4 in ethylene (EC) and diethyl carbonate (DEC) (v:v = 1:1),355.0,primary_exact,True
1100.0,0.4,1.01,46.4,0,200.0,0.523,0.0920649731765818,100.0,5.0,5.0,,,,,Fluorine-Doped Carbon Particles Derived from Lotus Petioles as High-Performance Anode Materials for Sodium-Ion Batteries,F-CP,酯类, 1 M NaClO4 dissolved in a mixture of ethylene carbonate (EC) and diethyl carbonate(DEC) with a volume ratio of 1:1,230.0,primary_exact,True
1100.0,0.375,2.09,24.8,0,40.0,0.725,0.9694005571881036,110.66,6.0,,0.0152,1.15,2.54,1648.0,New Mechanistic Insights on Na-Ion Storage in Nongraphitizable Carbon,Suc-1100°C,酯类,"1M NaPF6 (Alfa Aesar) in a one to one solvent of 
Ethyl Carbonate (EC) Diethyl carbonate (DEC)",339.6,primary_exact,True
1400.0,0.372,1.84,8.0,0,40.0,0.852,1.750374253065201,178.125,6.0,,0.00804,1.17,3.18,,New Mechanistic Insights on Na-Ion Storage in Nongraphitizable Carbon,Suc-1400°C,酯类,"1M NaPF6 (Alfa Aesar) in a one to one solvent of 
Ethyl Carbonate (EC) Diethyl carbonate (DEC)",314.1,primary_exact,True
1600.0,0.371,1.44,5.0,0,40.0,0.845,1.695911510437927,176.95,6.0,,0.00592,1.19,3.5,,New Mechanistic Insights on Na-Ion Storage in Nongraphitizable Carbon,Suc-1600°C,酯类,"1M NaPF6 (Alfa Aesar) in a one to one solvent of 
Ethyl Carbonate (EC) Diethyl carbonate (DEC)",300.0,primary_exact,True
1250.0,0.367,0.97,14.6,0,20.0,0.72,0.9444616088408512,125.0,0.5,,,2.02,5.05,1661.0,Electrochemical Performance of Electrospun carbon nanofibers as free-standing and binder-free anodes for Sodium-Ion and Lithium-Ion Batteries,PAN-CNFs-1250,酯类,"1.0 M NaClO4 in a mixture of ethylene carbonate/dimethyl carbonate (EC/DMC, 1:1 by volume) ",271.0,primary_exact,True
900.0,0.401,0.89,294.45,0,100.0,0.5539999999999999,0.2168457347272194,0.0,2.0,5.0,0.43,0.241,1.611,,A generic F-doped strategy for biomass hard carbon to achieve fast and stable kinetics in sodium/potassium-ion batteries,CDC-F-900,酯类,"1.0 M NaClO4 dissolved in ethylene carbonate (EC), diethyl carbonate (DEC) and ethyl methyl carbonate (EMC) (volume ratio 1:1:1) with 2.0% fluoroethylene carbonate (FEC)",290.7946,primary_exact,True
1000.0,0.371,1.19,5.46,1,50.0,0.647,0.6058782375676038,72.73,,5.0,0.034,,,,Advanced Structural Engineering Design for Tailored Microporous Structure via Adjustable Graphite Sheet Angle to Enhance Sodium-Ion Storage in Anthracite-Based Carbon Anode,NAC-1000,醚类,1.0 mol L-1 NaPF6 dissolved in dimethyl ether (DME),23.1,primary_exact,True
1200.0,0.394,1.09,7.07,1,50.0,0.742,1.056389658245763,142.98,,5.0,0.04,,,,Advanced Structural Engineering Design for Tailored Microporous Structure via Adjustable Graphite Sheet Angle to Enhance Sodium-Ion Storage in Anthracite-Based Carbon Anode,NAC-1200,醚类,1.0 mol L-1 NaPF6 dissolved in dimethyl ether (DME),371.3,primary_exact,True
1400.0,0.373,0.96,6.84,1,50.0,0.775,1.2367626271489272,142.0,,5.0,0.036,,,,Advanced Structural Engineering Design for Tailored Microporous Structure via Adjustable Graphite Sheet Angle to Enhance Sodium-Ion Storage in Anthracite-Based Carbon Anode,NAC-1400,醚类,1.0 mol L-1 NaPF6 dissolved in dimethyl ether (DME),288.9,primary_exact,True
1100.0,0.393,1.02,2.13,0,15.0,0.6827,0.7662078258350846,205.9,2.0,5.0,,0.888,4.778,,Ammonium polyphosphate assisted thermal polymerization of pre-oxidized asphalt to prepare N/P double-doped hard carbon for improved sodium ion storage,NPHC41-1100,酯类,1.0 M NaPF6 electrolyte dissolved in ethyl carbonate and diethyl carbonate (EC:DEC = 1:1),313.0,primary_exact,True
1500.0,0.37,1.834,8.34,0,20.0,0.74,1.0459685551826876,256.8,2.0,2.0,,1.67,8.17,,Boosting Molecular Cross-Linking in a Phenolic Resin for Spherical Hard Carbon with Enriched Closed Pores toward Enhanced Sodium Storage Ability,HHC1 ,酯类,1 M solution of NaPF6 in a mixed solvent of ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume),334.9,primary_exact,True
1500.0,0.38,1.908,2.83,0,20.0,0.752,1.1093075777848576,285.8,2.0,2.0,,1.58,7.49,,Boosting Molecular Cross-Linking in a Phenolic Resin for Spherical Hard Carbon with Enriched Closed Pores toward Enhanced Sodium Storage Ability,HHC12 ,酯类,1 M solution of NaPF6 in a mixed solvent of ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 in volume),369.2,primary_exact,True
1300.0,0.384,2.41,1656.7,0,30.0,0.1939999999999999,-1.4242255834433002,0.0,2.0,5.0,0.774,,,,Closed pore engineering of activated carbon enabled by waste mask for superior sodium storage,CAC,酯类," 1 M NaClO4 in EC and DEC (1:1, v/v) ",101.8,primary_exact,True
1300.0,0.382,1.46,5.8,0,30.0,0.878,1.97362554890186,208.0,2.0,,0.048,,,,Closed pore structure engineering from ultra-micropores with the assistance of polypropylene for boosted sodium ion storage,PFCC@PP,酯类,"1M NaClO4 in a mixture of ethylene carbonate (EC)
and diethyl carbonate (DEC) (1:1, v/v)",309.3,primary_exact,True
1300.0,0.381,1.62,9.4,1,30.0,0.835,1.6214862509502748,133.73,2.0,,0.027,1.03,4.11,,Free radicals trigger the closure of open pores in lignin-derived hard carbons toward improved sodium-storage capacity,L-700-1300,醚类,1 M NaPF6 in Diglyme,244.7,primary_exact,True
1300.0,0.392,1.67,56.6,1,30.0,0.86,1.815289966638249,201.81,2.0,,0.051,0.99,3.89,,Free radicals trigger the closure of open pores in lignin-derived hard carbons toward improved sodium-storage capacity,LK-650-1300,醚类,1 M NaPF6 in Diglyme,301.4,primary_exact,True
950.0,0.369,2.15,407.0,0,50.0,0.4733,-0.1069016895771412,15.0,6.0,5.0,0.3,,,,Hard carbon anode derived from pre-treated bio-waste sugarcane bagasse for high capacity sodium-ion battery fabricated with bio-deFgradable porous polymer electrolyte,HC,酯类,1 M NaClO4 in EC:PC 1:1 v/v,156.18,primary_exact,True
950.0,0.365,2.53,19.0,0,50.0,0.6017,0.4125534920387075,84.12,6.0,5.0,0.03,,,,Hard carbon anode derived from pre-treated bio-waste sugarcane bagasse for high capacity sodium-ion battery fabricated with bio-deFgradable porous polymer electrolyte,EHC,酯类,1 M NaClO4 in EC:PC 1:1 v/v,270.75,primary_exact,True
1400.0,0.37,0.87,280.0,0,20.0,0.611,0.4515176155531489,185.43,,,,,,,,,,,,unmatched,False
1400.0,0.38,1.04,0.7,0,20.0,0.757,1.1363018100969002,168.42,,,,,,,,,,,,unmatched,False
800.0,0.38,2.67,7.0,1,20.0,0.7020000000000001,0.8568399175204071,0.0,3.0,2.0,0.01,,,,Hybrid hard carbon framework derived from polystyrene bearing distinct molecular crosslinking for enhanced sodium storage,HHC,醚类,1 M NaPF6 in diglyme,279.3,primary_exact,True
800.0,0.362,2.53,2.0,1,20.0,0.583,0.3351009645516907,0.0,3.0,2.0,,,,,Hybrid hard carbon framework derived from polystyrene bearing distinct molecular crosslinking for enhanced sodium storage,TZ-PS-800,醚类,1 M NaPF6 in diglyme,165.0,primary_exact,True
800.0,0.383,2.79,445.0,1,20.0,0.46,-0.1603426500751793,0.0,3.0,2.0,0.25,,,,Hybrid hard carbon framework derived from polystyrene bearing distinct molecular crosslinking for enhanced sodium storage,CO-PS-800,醚类,1 M NaPF6 in diglyme,132.1,primary_exact,True
1600.0,0.346,1.6,13.28,1,100.0,0.8,1.3862943611198908,200.0,2.0,,,0.94,0.81,,Hydrothermally Assisted Conversion of Switchgrass into Hard Carbon as Anode Materials for Sodium-Ion Batteries,HC-HT160,醚类,1 M NaOTf in diglyme as,262.1,primary_exact,True
1600.0,0.346,1.71,15.95,1,100.0,0.7959999999999999,1.361479192000166,223.7,2.0,,,0.9,0.74,,Hydrothermally Assisted Conversion of Switchgrass into Hard Carbon as Anode Materials for Sodium-Ion Batteries,HC-HT190,醚类,1 M NaOTf in diglyme as,287.5,primary_exact,True
1200.0,0.375,1.032,120.6,1,30.0,0.79,1.3249254147435987,109.04,2.0,5.0,0.084,,,,In-situ capture defects through molecule grafting assisted in coal-based hard carbon anode for sodium-ion batteries,Coal,醚类, M NaPF6 dissolved in diethylene glycol dimethyl ether (DEGDME),251.06,primary_exact,True
1200.0,0.387,0.967,18.2,1,30.0,0.84,1.6582280766035322,152.0,2.0,5.0,0.021,,,,In-situ capture defects through molecule grafting assisted in coal-based hard carbon anode for sodium-ion batteries,CG0.1,醚类, M NaPF6 dissolved in diethylene glycol dimethyl ether (DEGDME),294.5,primary_exact,True
1200.0,0.399,1.013,22.1,1,30.0,0.75,1.0986122886681098,109.33,2.0,5.0,0.03,,,,In-situ capture defects through molecule grafting assisted in coal-based hard carbon anode for sodium-ion batteries,Glucose,醚类, M NaPF6 dissolved in diethylene glycol dimethyl ether (DEGDME),279.47,primary_exact,True
1300.0,0.38,1.2,2.78,1,20.0,0.8349,1.6207606062738722,184.91,3.0,5.0,0.00353,2.11,,,Industrial-scale Hard Carbon Designed to Regulate Electrochemical Polarization for Fast Sodium Storage.,UHC,醚类, 1 M NaPF6 in DEGDME,269.41,primary_exact,True
1300.0,0.37,1.26,19.97,1,20.0,0.8654000000000001,1.8608844105801572,206.58,3.0,5.0,0.01185,2.25,,,Industrial-scale Hard Carbon Designed to Regulate Electrochemical Polarization for Fast Sodium Storage.,RHC,醚类, 1 M NaPF6 in DEGDME,308.36,primary_exact,True
1300.0,0.37,1.27,4.01,1,20.0,0.8595999999999999,1.811971673176644,194.97,3.0,5.0,0.00605,2.61,,,Industrial-scale Hard Carbon Designed to Regulate Electrochemical Polarization for Fast Sodium Storage.,PHC,醚类, 1 M NaPF6 in DEGDME,284.32,primary_exact,True
1300.0,0.37,1.24,3.43,1,20.0,0.828,1.5715186775718064,178.72,3.0,5.0,0.00603,2.15,,,Industrial-scale Hard Carbon Designed to Regulate Electrochemical Polarization for Fast Sodium Storage.,SHC,醚类, 1 M NaPF6 in DEGDME,264.3,primary_exact,True
1400.0,0.379,1.23,2.8,1,30.0,0.8469,1.7104913212639152,140.77,2.0,,,1.03,3.47,,Insight into the effect of structural differences among pitch fractions on sodium storage performance of pitch-derived hard carbons,TS-1400,醚类,1.0 M NaPF6 in diglyme,261.6,primary_exact,True
1400.0,0.382,1.32,4.1,1,30.0,0.868,1.8833897920739795,195.58,2.0,,,1.04,3.43,,Insight into the effect of structural differences among pitch fractions on sodium storage performance of pitch-derived hard carbons,THFS-1400	,醚类,1.0 M NaPF6 in diglyme,296.8,primary_exact,True
1000.0,0.3751,2.21,2095.5475,1,100.0,0.68,0.7537718023763803,0.0,4.0,3.0,0.14,1.1994,1.7578,,Modulating Intrinsic Defect Structure of Fibrous Hard Carbon for Super-Fast and High-Areal Sodium Energy Storage,TC-1000,醚类, 1M NaPF6 in Diglyme,354.0,primary_exact,True
900.0,0.393,2.26,2788.2295,1,100.0,0.807,1.4306334793650637,0.0,4.0,3.0,1.3,0.8709,0.9857,,Modulating Intrinsic Defect Structure of Fibrous Hard Carbon for Super-Fast and High-Areal Sodium Energy Storage,Ti-900,醚类, 1M NaPF6 in Diglyme,234.0,primary_exact,True
1300.0,0.379,1.79,10.79,1,20.0,0.8029999999999999,1.405150985208773,199.42,2.0,5.0,,0.944,2.024,,Molecular Engineering to Regulate the Pseudo-Graphitic Structure of Hard Carbon for Superior Sodium Energy Storage,P-HC,醚类,1 m NaPF6 in diglyme,303.3,primary_exact,True
1300.0,0.371,1.57,7.34,1,20.0,0.821,1.5231373036116729,225.15,2.0,5.0,,1.024,2.381,,Molecular Engineering to Regulate the Pseudo-Graphitic Structure of Hard Carbon for Superior Sodium Energy Storage,R-HC,醚类,1 m NaPF6 in diglyme,334.3,primary_exact,True
1300.0,0.366,1.33,3.51,1,20.0,0.765,1.180290319682377,99.42,2.0,5.0,,1.103,2.373,,Molecular Engineering to Regulate the Pseudo-Graphitic Structure of Hard Carbon for Superior Sodium Energy Storage,T-HC,醚类,1 m NaPF6 in diglyme,240.3,primary_exact,True
1300.0,0.394,1.97,380.14,0,20.0,0.723,0.959391715971426,198.26,3.0,2.0,0.099,1.02,2.76,,New insights into the effect of hard carbons microstructure on the diffusion of sodium ions into closed pores,L1300,酯类,1 mol/L NaClO4 in EC/DEC (1:1 by volume),324.9,primary_exact,True
1300.0,0.39,2.16,132.09,0,20.0,0.754,1.1200608320755931,215.7,3.0,2.0,0.03,1.01,2.81,,New insights into the effect of hard carbons microstructure on the diffusion of sodium ions into closed pores,LS1300,酯类,1 mol/L NaClO4 in EC/DEC (1:1 by volume),356.9,primary_exact,True
1300.0,0.382,2.31,44.61,0,20.0,0.8220000000000001,1.5299568447640952,155.23,3.0,2.0,0.007,0.92,2.97,,New insights into the effect of hard carbons microstructure on the diffusion of sodium ions into closed pores,S1300,酯类,1 mol/L NaClO4 in EC/DEC (1:1 by volume),306.8,primary_exact,True
1300.0,0.382,1.23,1.07,0,15.0,0.8634999999999999,1.8446692829617184,225.89,2.0,5.0,,0.953,4.897,,P-doped hard carbon material for anode of sodium ion battery was prepared by using polyphosphoric acid modified petroleum asphalt as precursor,PHC-1300,酯类,1.0 M NaPF6 solution dissolved in ethyl and diethyl carbonate (EC:DEC=1:1),359.14,primary_exact,True
1300.0,0.366,1.2,1.01,0,15.0,0.7268000000000001,0.9784472088253816,128.27,2.0,5.0,,0.906,5.929,,P-doped hard carbon material for anode of sodium ion battery was prepared by using polyphosphoric acid modified petroleum asphalt as precursor,HC-1300,酯类,1.0 M NaPF6 solution dissolved in ethyl and diethyl carbonate (EC:DEC=1:1),239.43,primary_exact,True
1300.0,0.38,1.34,7.32,1,30.0,0.8565999999999999,1.78733313701575,191.85,2.0,2.0,0.0124,0.922,3.812,,Preparation of Enriched Closed-Pores Hard Carbon for High-Performance Sodium-Ion Batteries by the Poly(vinyl butyral) Template Method,CFR,醚类,1 M NaPF6 dissolved in Diglyme,303.86,primary_exact,True
1300.0,0.386,1.57,10.54,1,30.0,0.885,2.04065551664468,260.0,2.0,2.0,0.0308,0.914,3.681,,Preparation of Enriched Closed-Pores Hard Carbon for High-Performance Sodium-Ion Batteries by the Poly(vinyl butyral) Template Method,CFR-PVB3 ,醚类,1 M NaPF6 dissolved in Diglyme,367.0,primary_exact,True
1300.0,0.392,1.6,430.46,1,30.0,0.5849,0.342921437389987,46.99,2.0,2.0,0.0181,0.928,3.486,,Preparation of Enriched Closed-Pores Hard Carbon for High-Performance Sodium-Ion Batteries by the Poly(vinyl butyral) Template Method,CFR-PVB6,醚类,1 M NaPF6 dissolved in Diglyme,119.74,primary_exact,True
1200.0,0.369,1.67,12.08,0,30.0,0.6970000000000001,0.8330526052511551,122.69,2.0,5.0,,1.76,,,Resolution of the reciprocity between radical species from precursor and closed pore formation in hard carbon for sodium storage,PAO-300-10,酯类,"1 M NaClO4 in the anhydrous organic solution of ethylene carbonate/diethylene carbonate (EC: DEC 1: 1 V/V%, battery grade, Saios)",275.0,primary_exact,True
1400.0,0.376,1.06,5.6,0,30.0,0.89,2.0907410969337694,174.03,2.0,,,,,,Tailoring the dual precursors coupled hard carbon by embedding the pitch-derived graphitic domains to achieve high-performance sodium storage,LPP-2-1400,酯类,1 M NaPF6 in EC and DMC (1:1 in volume ratio),307.0,primary_exact,True
1600.0,0.36,1.02,11.6,0,30.0,0.83,1.5856272637403817,153.31,2.0,,,,,,Tailoring the dual precursors coupled hard carbon by embedding the pitch-derived graphitic domains to achieve high-performance sodium storage,LPP-2-1600,酯类,1 M NaPF6 in EC and DMC (1:1 in volume ratio),234.0,primary_exact,True
1400.0,0.385,1.08,16.5,0,30.0,0.82,1.5163474893680882,165.75,2.0,,,,,,Tailoring the dual precursors coupled hard carbon by embedding the pitch-derived graphitic domains to achieve high-performance sodium storage,LPP-1-1400,酯类,1 M NaPF6 in EC and DMC (1:1 in volume ratio),280.0,primary_exact,True
1400.0,0.361,1.01,18.5,0,30.0,0.84,1.6582280766035322,150.0,2.0,,,,,,Tailoring the dual precursors coupled hard carbon by embedding the pitch-derived graphitic domains to achieve high-performance sodium storage,LPP-3-1400,酯类,1 M NaPF6 in EC and DMC (1:1 in volume ratio),260.0,primary_exact,True
