carbonization_temperature_C,d002_nm,id_ig,ssa_m2_g,electrolyte_type,current_density_mA_g,ice,lce,plateau_capacity_mAh_g,carbonization_time_h,heating_rate_C_min,pore_volume_cm3_g,lc_nm,la_nm,record_id,doi,material_name,category,electrolyte_text,reversible_capacity_mAh_g,mapping_method,mapping_found
600.0,0.377,0.88,690.0,0,100.0,0.496,-0.0160003413464411,0.0,2.0,5.0,0.095,,,454.0,"Boosting Surface-Dominated Sodium Storage of Carbon Anode Enabled by Coupling Graphene Nanodomains, Nitrogen-Doping, and Nanoarchitecture Engineering",ENMC,酯类,1.0 M NaClO4 dissolved in ethylene carbonate and diethyl carbonate (1:1 volume ratio) with the additive of 5% fluoroethylene carbonate,276.4,primary_exact,True
600.0,0.363,0.84,468.0,0,100.0,0.442,-0.2330490803036129,0.0,2.0,5.0,0.092,,,,"Boosting Surface-Dominated Sodium Storage of Carbon Anode Enabled by Coupling Graphene Nanodomains, Nitrogen-Doping, and Nanoarchitecture Engineering",BNPC,酯类,1.0 M NaClO4 dissolved in ethylene carbonate and diethyl carbonate (1:1 volume ratio) with the additive of 5% fluoroethylene carbonate,251.7,primary_exact,True
1300.0,0.3637,1.9,105.0,0,25.0,0.72,0.9444616088408512,159.17,1.0,,,,,,Caramelization as a Key Stage for the Preparation of Monolithic Hard Carbon with Advanced Performance in Sodium-Ion Batteries,G-160-1300,酯类,1 M NaPF6 in a mixture of 1:1 v/v of ethylene carbonate (EC) with diethyl carbonate (DEC) ,258.0,primary_exact,True
1300.0,0.3604,1.9,2.5,0,25.0,0.85,1.7346010553881064,197.23,1.0,,,,,,Caramelization as a Key Stage for the Preparation of Monolithic Hard Carbon with Advanced Performance in Sodium-Ion Batteries,G-180-1300,酯类,1 M NaPF6 in a mixture of 1:1 v/v of ethylene carbonate (EC) with diethyl carbonate (DEC) ,293.0,primary_exact,True
1300.0,0.362,1.8,0.1,0,25.0,0.89,2.0907410969337694,204.15,1.0,,,,,,Caramelization as a Key Stage for the Preparation of Monolithic Hard Carbon with Advanced Performance in Sodium-Ion Batteries,G-200-1300,酯类,1 M NaPF6 in a mixture of 1:1 v/v of ethylene carbonate (EC) with diethyl carbonate (DEC) ,300.0,primary_exact,True
1300.0,0.3638,1.8,6.0,0,25.0,0.84,1.6582280766035322,209.69,1.0,,,,,,Caramelization as a Key Stage for the Preparation of Monolithic Hard Carbon with Advanced Performance in Sodium-Ion Batteries,G-220-1300	,酯类,1 M NaPF6 in a mixture of 1:1 v/v of ethylene carbonate (EC) with diethyl carbonate (DEC) ,308.0,primary_exact,True
1300.0,0.3623,1.9,8.0,0,25.0,0.75,1.0986122886681098,186.85,1.0,,,,,,Caramelization as a Key Stage for the Preparation of Monolithic Hard Carbon with Advanced Performance in Sodium-Ion Batteries,G-240-1300,酯类,1 M NaPF6 in a mixture of 1:1 v/v of ethylene carbonate (EC) with diethyl carbonate (DEC) ,282.0,primary_exact,True
900.0,0.387,1.24,3.0,0,20.0,0.68,0.7537718023763803,129.0,2.0,,,,,470.0,Combining Experimental and Theoretical Techniques to Gain an Atomic Level Understanding of the Defect Binding Mechanism in Hard Carbon Anodes for Sodium Ion Batteries,HC-900,酯类,1.0 mol L-1 solution of NaPF6 (Sigma) in a 1:1 volume ratio solution of ethyl carbonate (BASF) and diethyl carbonate (BASF) ,278.0,primary_exact,True
1100.0,0.381,1.18,3.8,0,20.0,0.7,0.8472978603872034,137.0,2.0,,,,,,Combining Experimental and Theoretical Techniques to Gain an Atomic Level Understanding of the Defect Binding Mechanism in Hard Carbon Anodes for Sodium Ion Batteries,HC-1100,酯类,1.0 mol L-1 solution of NaPF6 (Sigma) in a 1:1 volume ratio solution of ethyl carbonate (BASF) and diethyl carbonate (BASF) ,250.0,primary_exact,True
1300.0,0.375,1.11,1.42,0,20.0,0.75,1.0986122886681098,143.0,2.0,,,,,,Combining Experimental and Theoretical Techniques to Gain an Atomic Level Understanding of the Defect Binding Mechanism in Hard Carbon Anodes for Sodium Ion Batteries,HC-1300,酯类,1.0 mol L-1 solution of NaPF6 (Sigma) in a 1:1 volume ratio solution of ethyl carbonate (BASF) and diethyl carbonate (BASF) ,237.0,primary_exact,True
900.0,0.367,1.005,556.96,1,100.0,0.3768,-0.5031529518543305,0.0,3.0,2.0,,,,,Comprehensive study on improving the sodium storage performance of low-defect biomass-derived carbon through S or N doping,JFC900S1.5,醚类,1 M NaClO4 in EC/DEC (1:1 v/v) or 1 M NaCF3SO3 in DEG-DME,233.33,primary_exact,True
850.0,0.391,1.38,137.83,0,50.0,0.5589999999999999,0.2371045977082529,0.0,2.0,2.0,0.32,,,489.0,Edge-enriched and S-doped carbon nanorods to accelerate electrochemical kinetics of sodium/potassium storage,SCNs-850,酯类,"1.0 M NaClO4 in EC and DEC (1:1, v/v) ",517.3,primary_exact,True
950.0,0.37,1.28,222.89,0,50.0,0.518,0.0720311282088829,0.0,2.0,2.0,0.37,,,,Edge-enriched and S-doped carbon nanorods to accelerate electrochemical kinetics of sodium/potassium storage,SCNs-950,酯类,"1.0 M NaClO4 in EC and DEC (1:1, v/v) ",372.0,primary_exact,True
700.0,0.424,0.95,1271.0,0,74.4,0.247,-1.1146768911719165,0.0,2.0,5.0,1.1,,,,Effects of nitrogen and phosphorus co-doped layering on lithium/sodium-ion storage properties of biomass-derived carbonaceous electrode materials,NPWSC-700,酯类,"1.0 mol L-1 NaClO4 in ethylene carbonate (EC), dimethyl carbonate (DMC) andethyl methyl carbonate （EMC） (1:1 in volume) with 2.0% fluoroethylene carbonate (FEC)",374.0,primary_exact,True
800.0,0.3736,2.09,494.6238,1,50.0,0.3987,-0.4108847236582135,0.0,4.0,,0.23389,0.7052,1.5308,497.0,Enabling Fast Na+ Transfer Kinetics in the Whole-Voltage-Region of Hard-Carbon Anodes for Ultrahigh-Rate Sodium Storage,HCM-800,醚类,g 1 mol/L NaPF6 in Diglyme,223.2,primary_exact,True
900.0,0.3711,2.0,445.9053,1,50.0,0.5144,0.057615933178121,54.86,4.0,,0.20857,0.7367,1.96031,,Enabling Fast Na+ Transfer Kinetics in the Whole-Voltage-Region of Hard-Carbon Anodes for Ultrahigh-Rate Sodium Storage,HCM-900,醚类,g 1 mol/L NaPF6 in Diglyme,234.1,primary_exact,True
1000.0,0.377,1.95,435.3239,1,50.0,0.6134000000000001,0.4616266849059209,129.81,4.0,,0.13364,0.7449,2.1633,,Enabling Fast Na+ Transfer Kinetics in the Whole-Voltage-Region of Hard-Carbon Anodes for Ultrahigh-Rate Sodium Storage,HCM-1000,醚类,g 1 mol/L NaPF6 in Diglyme,323.7,primary_exact,True
1300.0,0.3783,1.76,22.98,1,50.0,0.7170000000000001,0.9296289429563832,171.26,4.0,,0.0083,0.842,2.2705,,Enabling Fast Na+ Transfer Kinetics in the Whole-Voltage-Region of Hard-Carbon Anodes for Ultrahigh-Rate Sodium Storage,HCM-1300,醚类,g 1 mol/L NaPF6 in Diglyme,376.5,primary_exact,True
1300.0,0.3914,1.72,48.9072,1,50.0,0.7763,1.2442331749155506,116.4,4.0,,0.01779,1.028,2.3059,,Enabling Fast Na+ Transfer Kinetics in the Whole-Voltage-Region of Hard-Carbon Anodes for Ultrahigh-Rate Sodium Storage,"HCM-1300-
ZBE",醚类,g 1 mol/L NaPF6 in Diglyme,500.8,primary_exact,True
1500.0,0.379,1.7,58.4125,1,50.0,0.722,0.9544040252021893,232.48,4.0,,0.00937,1.1485,2.4572,,Enabling Fast Na+ Transfer Kinetics in the Whole-Voltage-Region of Hard-Carbon Anodes for Ultrahigh-Rate Sodium Storage,"HCM-1500-
ZBE",醚类,g 1 mol/L NaPF6 in Diglyme,391.8,primary_exact,True
600.0,0.386,1.36,394.0,1,100.0,0.49,-0.0400053346136992,0.0,2.0,5.0,,1.3,,505.0,Engineering carbon nanosheets with hexagonal ordered conical macropores as high-performance sodium-ion battery anodes,CNS-600,醚类,"1 M NaPF6 in dimethyl ether (DME, 100% volume)",201.0,primary_exact,True
1000.0,0.374,1.32,356.0,1,100.0,0.67,0.708185057924486,42.6,2.0,5.0,,1.37,,,Engineering carbon nanosheets with hexagonal ordered conical macropores as high-performance sodium-ion battery anodes,CNS-1000,醚类,"1 M NaPF6 in dimethyl ether (DME, 100% volume)",351.0,primary_exact,True
1300.0,0.368,1.28,41.0,1,100.0,0.69,0.8001193001121129,159.26,2.0,5.0,,1.39,,,Engineering carbon nanosheets with hexagonal ordered conical macropores as high-performance sodium-ion battery anodes,CNS-1300,醚类,"1 M NaPF6 in dimethyl ether (DME, 100% volume)",435.0,primary_exact,True
1300.0,0.363,1.25,28.0,1,100.0,0.69,0.8001193001121129,145.05,2.0,5.0,,1.44,,,Engineering carbon nanosheets with hexagonal ordered conical macropores as high-performance sodium-ion battery anodes,PF-1300,醚类,"1 M NaPF6 in dimethyl ether (DME, 100% volume)",346.0,primary_exact,True
700.0,0.403,2.1,352.06,0,30.0,0.565,0.2614797000577565,0.0,2.0,5.0,,,,522.0,Facile synthesis of high quality hard carbon anode from Eucalyptus wood for sodium-ion batteries,HC-700,酯类,1 M NaClO4 in EC/DMC (1:1 v/v) ,116.24,primary_exact,True
900.0,0.399,2.01,131.8,0,30.0,0.677,0.7400189496896188,35.06,2.0,5.0,,,,,Facile synthesis of high quality hard carbon anode from Eucalyptus wood for sodium-ion batteries,"HC-900
",酯类,1 M NaClO4 in EC/DMC (1:1 v/v) ,131.65,primary_exact,True
1100.0,0.394,1.77,18.74,0,30.0,0.816,1.489478597355121,128.45,2.0,5.0,,,,,Facile synthesis of high quality hard carbon anode from Eucalyptus wood for sodium-ion batteries,HC-1100,酯类,1 M NaClO4 in EC/DMC (1:1 v/v) ,226.96,primary_exact,True
1400.0,0.386,1.54,6.64,0,30.0,0.8909999999999999,2.100996545241665,188.79,2.0,5.0,,,,,Facile synthesis of high quality hard carbon anode from Eucalyptus wood for sodium-ion batteries,HC-1400,酯类,1 M NaClO4 in EC/DMC (1:1 v/v) ,299.61,primary_exact,True
800.0,0.375,1.76,211.0,1,50.0,0.614,0.4641575586823115,0.0,2.0,,0.09,,,526.0,Facile synthesis of N/O dual-doped carbon spheres with excellent electrochemical performance,NOCS,醚类,NaSO3CF3 (1 M) in diglyme,314.0,primary_exact,True
800.0,0.47,1.08,435.34,0,100.0,0.385,-0.4683789335187335,0.0,2.0,3.0,,,,,Gradient Supramolecular Preorganization Endows the Derived N/P Dual-Doped Carbon Nanosheets with Tunable Storage Performance toward Sodium-Ion Batteries,NP-PCN,酯类,"1 M NaClO4 in dimethyl carbonate (DMC) and ethylene carbonate (EC) (1:1, v/v) with 5 vol % fluorinated ethylene carbonate (FEC) ",262.0,primary_exact,True
1400.0,0.377,1.956,1.82,0,30.0,0.904,2.2424811689243405,240.14,1.0,,,1.5,4.93,537.0,Graphene inducing graphitization: Towards a hard carbon anode with ultrahigh initial coulombic efficiency for sodium storage,GHC-80,酯类,1.0 M NaPF6 in EC (ethylene carbonate) / DMC (dimethyl carbonate) (1/1 in volume ratio) ,343.0,primary_exact,True
1400.0,0.388,2.132,5.65,0,30.0,0.8009999999999999,1.3925561223438665,208.65,1.0,,,1.34,4.74,,Graphene inducing graphitization: Towards a hard carbon anode with ultrahigh initial coulombic efficiency for sodium storage,GHC-200,酯类,1.0 M NaPF6 in EC (ethylene carbonate) / DMC (dimethyl carbonate) (1/1 in volume ratio) ,292.0,primary_exact,True
1400.0,0.38,2.058,4.78,0,30.0,0.84,1.6582280766035322,221.8,1.0,,,1.42,4.81,,Graphene inducing graphitization: Towards a hard carbon anode with ultrahigh initial coulombic efficiency for sodium storage,GHC-150,酯类,1.0 M NaPF6 in EC (ethylene carbonate) / DMC (dimethyl carbonate) (1/1 in volume ratio) ,313.0,primary_exact,True
1400.0,0.37,1.925,4.07,0,30.0,0.862,1.8320015855064884,240.0,1.0,,,1.69,5.02,,Graphene inducing graphitization: Towards a hard carbon anode with ultrahigh initial coulombic efficiency for sodium storage,GHC-50,酯类,1.0 M NaPF6 in EC (ethylene carbonate) / DMC (dimethyl carbonate) (1/1 in volume ratio) ,335.0,primary_exact,True
1000.0,0.377,1.57,273.2,0,20.0,0.551,0.2047119214106603,105.01,2.0,0.5,0.35,,,,Hierarchical Porous and Sandwich-like Sulfur-Doped Carbon Nanosheets as High-Performance Anodes for Sodium-Ion Batteries,SCNs,酯类,1 M NaClO4 in a solvent mixture of EC and DEC (1:1 vol %) with 5.0% fluorinated ethylene carbonate (FEC),314.9,primary_exact,True
1100.0,0.374,2.26,48.19,0,100.0,0.698,0.8377920853875026,53.28,3.0,5.0,,,,,Investigation of pyrolysed anthracite as an anode material for sodium ion batteries,WYM-1100 ,酯类,1 mol L-1 NaClO4 dissolved in a mixture of ethylene carbonate (EC) and diethyl carbonate (DEC) at a volume ratio of 1 : 1 with 5 wt% fluoroethylene carbonate (FEC),210.6,primary_exact,True
800.0,0.379,3.38,210.9,0,30.0,0.66,0.6632942174102643,81.04,2.0,,0.128,,,598.0,Jute-Fiber Precursor-Derived Low-Cost Sustainable Hard Carbon with Varying Micro/Mesoporosity and Distinct Storage Mechanisms for Sodium-Ion and Potassium-Ion Batteries,JPC-D,酯类,1 M NaPF6 salt in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 by volume),328.0,primary_exact,True
800.0,0.367,3.57,516.0,0,30.0,0.52,0.0800427076735365,0.0,2.0,,0.248,,,,Jute-Fiber Precursor-Derived Low-Cost Sustainable Hard Carbon with Varying Micro/Mesoporosity and Distinct Storage Mechanisms for Sodium-Ion and Potassium-Ion Batteries,JPC-M,酯类,1 M NaPF6 salt in ethylene carbonate (EC) and diethyl carbonate (DEC) (1:1 by volume),283.0,primary_exact,True
1200.0,0.388,1.904761905,2.49,0,30.0,0.8,1.3862943611198908,123.216,2.0,5.0,0.0084,,,,Microcrystalline Hybridization Enhanced Coal-Based Carbon Anode for Advanced Sodium-Ion Batteries,LCS-37,酯类,1 m NaClO4 in EC and DEC (1:1 in volume) with 5% FEC,272.0,primary_exact,True
1200.0,0.382,1.869158879,1.09,0,30.0,0.818,1.5028556495259513,174.168,2.0,5.0,0.0048,,,,Microcrystalline Hybridization Enhanced Coal-Based Carbon Anode for Advanced Sodium-Ion Batteries,LCS-55,酯类,1 m NaClO4 in EC and DEC (1:1 in volume) with 5% FEC,328.0,primary_exact,True
1200.0,0.377,1.848428835,1.48,0,30.0,0.8290000000000001,1.5785565986326358,196.156,2.0,5.0,0.0053,,,,Microcrystalline Hybridization Enhanced Coal-Based Carbon Anode for Advanced Sodium-Ion Batteries,LCS-73,酯类,1 m NaClO4 in EC and DEC (1:1 in volume) with 5% FEC,356.0,primary_exact,True
1200.0,0.361,1.63132137,4.93,0,30.0,0.764,1.1747359841409104,167.693,2.0,5.0,0.0126,,,,Microcrystalline Hybridization Enhanced Coal-Based Carbon Anode for Advanced Sodium-Ion Batteries,LCS-82,酯类,1 m NaClO4 in EC and DEC (1:1 in volume) with 5% FEC,317.0,primary_exact,True
1200.0,0.345,1.592356688,169.52,0,30.0,0.599,0.4013001708088801,96.86,2.0,5.0,0.2367,,,,Microcrystalline Hybridization Enhanced Coal-Based Carbon Anode for Advanced Sodium-Ion Batteries,LC,酯类,1 m NaClO4 in EC and DEC (1:1 in volume) with 5% FEC,290.0,primary_exact,True
600.0,0.382,2.74,301.0,1,100.0,0.6042000000000001,0.4229962357841065,0.0,2.0,5.0,0.296,1.262,,610.0,Microporous Carbon Nanospheres with Fast Sodium Storage Capability Enabled by Dominant Capacitive Behavior,MHCS-600,醚类,"1 mol L–1 NaPF6 in 1,2-dimethoxyethane (DME)",132.0,primary_exact,True
1300.0,0.37,1.62,101.0,1,100.0,0.6655,0.6879017582668832,91.15,2.0,5.0,0.14,1.311,,,Microporous Carbon Nanospheres with Fast Sodium Storage Capability Enabled by Dominant Capacitive Behavior,MHCS-1300,醚类,"1 mol L–1 NaPF6 in 1,2-dimethoxyethane (DME)",230.0,primary_exact,True
1000.0,0.379,2.04,73.38,1,50.0,0.6242,0.5074137428573141,99.79,3.0,,,,,,N/O Co-Doped Hard Carbon Derived from Cocklebur Fruit for Sodium-Ion Storage,H1000,醚类, 1 M NaCF3SO3 in DIGLYME ,225.36741,primary_exact,True
1100.0,0.376,1.79,64.15,1,50.0,0.6908,0.8038620295592565,123.35,3.0,,,,,,N/O Co-Doped Hard Carbon Derived from Cocklebur Fruit for Sodium-Ion Storage,H1100,醚类, 1 M NaCF3SO3 in DIGLYME ,252.881156,primary_exact,True
800.0,0.385,1.11,12.98,0,50.0,0.66,0.6632942174102643,51.3,2.0,,0.022,,,,"Na Storage Activity or Inertness of P-Configurations in N, P Dual-Doped Carbon Nanofibers: Bulk vs Surface",NP-CNFs-1.0,酯类,"1 M NaClO4 in ethylene carbonate (EC), dimethyl carbonate (DMC), and methyl ethyl carbonate (EMC) with 5% fluoroethylene carbonate (FEC) ",295.4,primary_exact,True
800.0,0.361,1.01,12.41,0,50.0,0.653,0.632252349329572,63.4,2.0,,0.022,,,,"Na Storage Activity or Inertness of P-Configurations in N, P Dual-Doped Carbon Nanofibers: Bulk vs Surface",N-CNFs,酯类,"1 M NaClO4 in ethylene carbonate (EC), dimethyl carbonate (DMC), and methyl ethyl carbonate (EMC) with 5% fluoroethylene carbonate (FEC) ",194.3,primary_exact,True
700.0,0.48,0.95,498.23,0,20.0,0.358,-0.584055317289261,0.0,,,,,,630.0,Nanocasting construction of few-graphene-layers carbon with tunable layer spacing as ultra-stable anode for sodium-ion batteries,GLC-700,酯类,"1.0 M NaClO4 in EC and PC (1:1, v/v) ",222.56,primary_exact,True
900.0,0.399,1.79,645.0,0,100.0,0.428,-0.2900157957980013,45.5,3.0,2.0,0.61,,,635.0,Navel orange peel-derived hard carbons as high performance anode materials of Na and Li-ion batteries,HC-900,酯类,"1 M NaClO4 (EC: DMC = 1: 1, with addition of 5 % NaNO3) ",132.9,primary_exact,True
1100.0,0.381,1.64,547.0,0,100.0,0.475,-0.1000834585569826,90.1,3.0,2.0,0.14,,,,Navel orange peel-derived hard carbons as high performance anode materials of Na and Li-ion batteries,HC-1100,酯类,"1 M NaClO4 (EC: DMC = 1: 1, with addition of 5 % NaNO3) ",195.2,primary_exact,True
1000.0,0.372,1.04,40.0,0,100.0,0.64,0.5753641449035619,94.37,2.0,,0.068,,,658.0,Open or Closed? Elucidating the Correlation between Micropore Nature and Sodium Storage Mechanisms in Hard Carbon,CSDHC,酯类,1 M NaClO4 in 1 : 1 (volume ratio) ethylene carbonate (EC)-diethyl carbonate (DEC) ,265.6,primary_exact,True
1000.0,0.364,1.08,60.0,0,100.0,0.54,0.1603426500751794,45.89,2.0,,0.077518,,,,Open or Closed? Elucidating the Correlation between Micropore Nature and Sodium Storage Mechanisms in Hard Carbon,CSDHC 280/15,酯类,1 M NaClO4 in 1 : 1 (volume ratio) ethylene carbonate (EC)-diethyl carbonate (DEC) ,225.72000000000003,primary_exact,True
1000.0,0.36,1.06,655.0,0,100.0,0.37,-0.5322168137473082,0.0,2.0,,,,,,Open or Closed? Elucidating the Correlation between Micropore Nature and Sodium Storage Mechanisms in Hard Carbon,CSDHC 300/30,酯类,1 M NaClO4 in 1 : 1 (volume ratio) ethylene carbonate (EC)-diethyl carbonate (DEC) ,184.63,primary_exact,True
500.0,0.423,0.97,356.4,1,200.0,0.7184999999999999,0.937033257939334,0.0,,,,,,,,,,,,unmatched,False
1100.0,0.387,2.22,35.6296,1,30.0,0.727,0.9794546823485596,140.53,2.0,10.0,0.033,0.798,1.255,,Regulation of surface oxygen functional groups and pore structure of bamboo-derived hard carbon for enhanced sodium storage performance,HC-1100,醚类,1 M NaPF6 in dimethyl ether glycolate (DEG) and dimethyl ether (DME) (1:1 by volume),266.1,primary_exact,True
1300.0,0.385,2.2,13.0375,1,30.0,0.841,1.6656874577527163,227.27,2.0,10.0,0.017,0.852,1.188,,Regulation of surface oxygen functional groups and pore structure of bamboo-derived hard carbon for enhanced sodium storage performance,HC-1300,醚类,1 M NaPF6 in dimethyl ether glycolate (DEG) and dimethyl ether (DME) (1:1 by volume),348.5,primary_exact,True
1500.0,0.371,2.04,3.7649,1,30.0,0.856,1.7824570765657413,239.39,2.0,10.0,0.017,0.983,1.806,,Regulation of surface oxygen functional groups and pore structure of bamboo-derived hard carbon for enhanced sodium storage performance,HC-1500,醚类,1 M NaPF6 in dimethyl ether glycolate (DEG) and dimethyl ether (DME) (1:1 by volume),310.0,primary_exact,True
1700.0,0.37,1.97,3.6883,1,30.0,0.8759999999999999,1.9550845253313536,240.0,2.0,10.0,0.014,1.027,1.701,,Regulation of surface oxygen functional groups and pore structure of bamboo-derived hard carbon for enhanced sodium storage performance,HC-1700,醚类,1 M NaPF6 in dimethyl ether glycolate (DEG) and dimethyl ether (DME) (1:1 by volume),314.5,primary_exact,True
1500.0,0.354,1.08,75.11,0,20.0,0.7931,1.3437137323377768,100.89,2.0,,,1.5,5.07,688.0,Replacing “Alkyl” with “Aryl” for inducing accessible channels to closed pores as plateau-dominated sodium-ion battery anode,PDD0-15,酯类,1.0 M NaPF6 in ethylene carbonate (EC) and dimethyl carbonate (DMC) ,201.0,primary_exact,True
1500.0,0.36,1.1,71.12,0,20.0,0.7895,1.3219141805732606,132.37,2.0,,,1.37,4.71,,Replacing “Alkyl” with “Aryl” for inducing accessible channels to closed pores as plateau-dominated sodium-ion battery anode,PDD2-15,酯类,1.0 M NaPF6 in ethylene carbonate (EC) and dimethyl carbonate (DMC) ,246.0,primary_exact,True
1500.0,0.365,1.13,60.83,0,20.0,0.8092,1.4448203462794045,135.03,2.0,,,1.28,4.04,,Replacing “Alkyl” with “Aryl” for inducing accessible channels to closed pores as plateau-dominated sodium-ion battery anode,PDD4-15,酯类,1.0 M NaPF6 in ethylene carbonate (EC) and dimethyl carbonate (DMC) ,253.0,primary_exact,True
1500.0,0.372,1.18,61.15,0,20.0,0.7779,1.253470250312347,152.34,2.0,,,1.25,3.79,,Replacing “Alkyl” with “Aryl” for inducing accessible channels to closed pores as plateau-dominated sodium-ion battery anode,PDD6-15,酯类,1.0 M NaPF6 in ethylene carbonate (EC) and dimethyl carbonate (DMC) ,276.0,primary_exact,True
1500.0,0.373,1.22,59.4,0,20.0,0.8019,1.398211958108477,163.03,2.0,,,1.23,3.47,,Replacing “Alkyl” with “Aryl” for inducing accessible channels to closed pores as plateau-dominated sodium-ion battery anode,PDD8-15,酯类,1.0 M NaPF6 in ethylene carbonate (EC) and dimethyl carbonate (DMC) ,281.0,primary_exact,True
1500.0,0.375,1.27,77.02,0,20.0,0.8061,1.4248652420409496,202.67,2.0,,,1.15,3.25,,Replacing “Alkyl” with “Aryl” for inducing accessible channels to closed pores as plateau-dominated sodium-ion battery anode,PDD10-15,酯类,1.0 M NaPF6 in ethylene carbonate (EC) and dimethyl carbonate (DMC) ,375.0,primary_exact,True
1000.0,0.41,4.0,11.2,0,20.0,0.723,0.959391715971426,81.96,2.0,3.0,,0.96,3.25,694.0,Revealing the sodium storage behavior of biomass-derived hard carbon by using pure lignin and cellulose as model precursors,MLC-1000,酯类,"1.0 M NaPF6 in an equal volume ratio of ethylene carbonate (EC), diethyl carbonate (DEC) and dimethyl carbonate (DMC)",216.4,primary_exact,True
1200.0,0.396,3.7,19.7,0,20.0,0.728,0.9844989819006886,143.53,2.0,3.0,,1.01,3.67,,Revealing the sodium storage behavior of biomass-derived hard carbon by using pure lignin and cellulose as model precursors,MLC-1200,酯类,"1.0 M NaPF6 in an equal volume ratio of ethylene carbonate (EC), diethyl carbonate (DEC) and dimethyl carbonate (DMC)",281.6,primary_exact,True
1400.0,0.392,2.56,10.5,0,20.0,0.8009999999999999,1.3925561223438665,178.82,2.0,3.0,,1.16,4.04,,Revealing the sodium storage behavior of biomass-derived hard carbon by using pure lignin and cellulose as model precursors,MLC-1400,酯类,"1.0 M NaPF6 in an equal volume ratio of ethylene carbonate (EC), diethyl carbonate (DEC) and dimethyl carbonate (DMC)",292.6,primary_exact,True
1600.0,0.346,2.38,10.3,0,20.0,0.795,1.355332135515924,184.31,2.0,3.0,,1.62,4.37,,Revealing the sodium storage behavior of biomass-derived hard carbon by using pure lignin and cellulose as model precursors,MLC-1600,酯类,"1.0 M NaPF6 in an equal volume ratio of ethylene carbonate (EC), diethyl carbonate (DEC) and dimethyl carbonate (DMC)",290.7,primary_exact,True
1200.0,0.392,2.22,103.1,0,20.0,0.6809999999999999,0.7583712033646676,120.63,2.0,3.0,,1.05,4.03,,Revealing the sodium storage behavior of biomass-derived hard carbon by using pure lignin and cellulose as model precursors,MCC-1200,酯类,"1.0 M NaPF6 in an equal volume ratio of ethylene carbonate (EC), diethyl carbonate (DEC) and dimethyl carbonate (DMC)",239.5,primary_exact,True
1400.0,0.388,1.96,5.8,0,20.0,0.873,1.927748469381011,216.5,2.0,3.0,,1.09,4.45,,Revealing the sodium storage behavior of biomass-derived hard carbon by using pure lignin and cellulose as model precursors,MCC-1400,酯类,"1.0 M NaPF6 in an equal volume ratio of ethylene carbonate (EC), diethyl carbonate (DEC) and dimethyl carbonate (DMC)",343.3,primary_exact,True
1600.0,0.351,1.85,4.0,0,20.0,0.8059999999999999,1.4242255834432995,163.06,2.0,3.0,,1.46,4.78,,Revealing the sodium storage behavior of biomass-derived hard carbon by using pure lignin and cellulose as model precursors,MCC-1600,酯类,"1.0 M NaPF6 in an equal volume ratio of ethylene carbonate (EC), diethyl carbonate (DEC) and dimethyl carbonate (DMC)",256.6,primary_exact,True
800.0,0.405,0.97,39.4,0,30.0,0.6,0.4054651081081642,0.0,,,,,,,Screening Heteroatom Configurations for Reversible Sloping Capacity Promises High-Power Na-Ion Batteries,PO-SC-19,酯类," 1 M NaPF6 in ethyl carbonate (EC)and dimethyl carbonate (DMC) (1:1, v/v) ",267.0,primary_exact,True
1000.0,0.358,0.98,9.5,0,30.0,0.75,1.0986122886681098,0.0,,,,,,,Screening Heteroatom Configurations for Reversible Sloping Capacity Promises High-Power Na-Ion Batteries,PO-SC-S-1000,酯类," 1 M NaPF6 in ethyl carbonate (EC)and dimethyl carbonate (DMC) (1:1, v/v) ",173.0,primary_exact,True
1300.0,0.379,1.28,29.3,1,10.0,0.843,1.680721152653547,176.64,6.0,,0.04,,,,"Self-supported hard carbon anode from fungus-treated basswood
towards sodium-ion batteries",C1300,醚类,1 M NaPF6 in diethylene glycol dimethyl,274.2,fallback_exact_temp_d002_ssa,True
900.0,0.361,0.83,10.42,1,20.0,0.6409,0.5792725372781442,36.88,3.0,3.0,0.014,,,,Sodium storage behavior and long cycle stability of boron-doped carbon nanofibers for sodium-ion battery anodes,NC,醚类,1 M NaPF6 with diethylene glycol dimethyl ether,192.43,primary_exact,True
900.0,0.3617,0.85,12.3,1,20.0,0.6816,0.7611345215448779,65.56,3.0,3.0,0.032,,,,Sodium storage behavior and long cycle stability of boron-doped carbon nanofibers for sodium-ion battery anodes,2BNC,醚类,1 M NaPF6 with diethylene glycol dimethyl ether,231.83,primary_exact,True
900.0,0.3625,0.87,12.29,1,20.0,0.669,0.7036656847511656,75.0,3.0,3.0,0.024,,,,Sodium storage behavior and long cycle stability of boron-doped carbon nanofibers for sodium-ion battery anodes,5BNC,醚类,1 M NaPF6 with diethylene glycol dimethyl ether,256.9,primary_exact,True
900.0,0.3639,0.88,8.2,1,20.0,0.6951,0.8240718661122313,76.6,3.0,3.0,0.014,,,,Sodium storage behavior and long cycle stability of boron-doped carbon nanofibers for sodium-ion battery anodes,10BNC,醚类,1 M NaPF6 with diethylene glycol dimethyl ether,242.55,primary_exact,True
